XX LL 00 01 04 05 08 09 0B 0C 0D 10 11 13 14 15 16 17 1A 1C 1E 1F 
FF 14 00 A6 01 9C 75 46 00 B0 25 00 45 08 01 1C 15 63 7E 79 40 00 
FF 14 00 A6 01 9C 75 43 00 B0 25 00 45 08 01 1C 15 63 7E 79 40 00 
FF 14 00 A6 01 9C 75 41 00 B0 25 00 45 08 01 1B 15 63 7E 79 40 00 
FF 14 00 A6 01 9B 75 3F 00 B0 25 00 45 08 01 1B 15 63 7E 79 40 00 
FF 14 00 A5 01 9B 75 3C 00 B0 25 00 45 08 01 1B 15 63 7E 79 40 00 
FF 14 00 A5 01 9A 75 31 00 B0 25 00 45 08 01 19 15 63 7E 79 40 00 
FF 14 00 A5 01 9C 75 2E 00 B0 25 00 45 08 01 17 15 63 7E 79 40 00 
FF 14 00 A5 01 9C 75 2B 00 B0 25 00 45 08 01 18 15 63 7E 79 40 00 
FF 14 00 A5 01 9B 75 29 00 B0 25 00 45 08 01 18 15 63 7D 79 40 00 
FF 14 00 A5 01 9D 75 26 00 B0 25 00 45 08 01 28 15 63 7D 79 40 00 
FF 14 00 A4 01 9D 75 23 00 B0 25 00 45 08 01 2B 15 63 7D 79 40 00 
FF 14 00 A4 01 9D 75 21 00 B0 25 00 45 08 01 2D 15 63 7D 79 40 00 
FF 14 00 A4 01 9B 75 1F 00 B0 25 00 45 08 01 2C 15 63 7D 79 40 00 
FF 14 00 A5 01 9C 76 1A 00 B0 25 00 45 08 01 2D 15 63 7D 79 40 00 
FF 14 00 A5 01 9C 76 1A 00 B0 25 00 45 08 01 2E 15 63 7D 79 40 00 
FF 14 00 A5 01 9C 76 1B 00 B0 25 00 45 08 01 30 15 63 7D 79 40 00 
FF 14 00 A6 01 9C 76 1D 00 B0 25 00 45 08 01 2F 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 76 21 00 B0 25 00 45 08 01 2F 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 76 29 00 B0 25 00 45 08 01 2E 15 63 7D 79 40 00 
FF 14 00 A7 01 9B 76 4D 00 B0 25 00 45 08 01 1F 14 63 7D 79 40 00 
FF 14 00 A7 01 9B 76 4C 00 B0 25 00 45 08 01 1C 14 63 7D 79 40 00 
FF 14 00 A7 01 9B 76 43 00 B0 25 00 45 08 01 1C 14 63 7D 79 40 00 
FF 14 00 A7 01 9A 76 40 00 B0 25 00 45 08 01 1B 15 63 7D 79 40 00 
FF 14 00 A7 01 9A 76 39 00 B0 25 00 45 08 01 18 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 76 2F 00 B0 25 00 45 08 01 18 15 63 7D 79 40 00 
FF 14 00 A6 01 9C 76 2C 00 B0 25 00 45 08 01 18 15 63 7D 79 40 00 
FF 14 00 A5 01 9D 76 29 00 B0 25 00 45 08 01 2A 15 63 7E 79 40 00 
FF 14 00 A5 01 9D 76 22 00 B0 25 00 45 08 01 2D 15 63 7E 79 40 00 
FF 14 00 A6 01 9D 76 1E 00 B0 25 00 45 08 01 2E 15 63 7E 79 40 00 
FF 14 00 A6 01 9C 76 1B 00 B0 25 00 45 08 01 2E 15 63 7E 79 40 00 
FF 14 00 A6 01 9B 76 1C 00 B0 25 00 45 08 01 2E 15 63 7E 79 40 00 
FF 14 00 A7 01 9A 76 32 00 B0 25 00 45 08 01 20 14 63 7E 79 40 00 
FF 14 00 A7 01 9A 76 47 00 B1 25 00 45 08 01 1D 14 62 7E 79 40 00 
FF 14 00 A7 01 9B 76 4C 00 B1 25 00 45 08 01 1D 14 62 7E 79 40 00 
FF 14 00 A7 01 9B 76 4E 00 B1 25 00 45 08 01 1C 14 62 7E 79 40 00 
FF 14 00 A7 01 9C 76 4D 00 B1 25 00 45 08 01 1B 14 62 7E 79 40 00 
FF 14 00 A7 01 9C 76 4C 00 B0 25 00 45 08 01 1E 14 62 7E 79 40 00 
FF 14 00 A7 01 9C 76 4A 00 B0 25 00 45 08 01 1D 14 62 7E 79 40 00 
FF 14 00 A7 01 9A 76 49 00 B0 25 00 45 08 01 1D 14 63 7E 79 40 00 
FF 14 00 A7 01 9A 76 4B 00 B0 25 00 45 08 01 1B 14 63 7E 79 40 00 
FF 14 00 A6 01 9B 76 4A 00 B1 25 00 45 08 01 1C 14 63 7E 79 40 00 
FF 14 00 A8 01 9B 76 48 00 B1 25 00 45 08 01 19 14 62 7E 79 40 00 
FF 14 00 A7 01 99 76 44 00 B1 25 00 45 08 01 19 14 63 7E 79 40 00 
FF 14 00 A7 01 9A 76 42 00 B0 25 00 45 08 01 18 14 63 7E 79 40 00 
FF 14 00 E6 01 9C 76 3F 00 B0 25 00 45 08 01 19 14 63 7E 79 40 00 
FF 14 00 A5 01 9C 76 3D 00 B0 25 00 45 08 01 1C 14 63 7E 79 40 00 
FF 14 00 A7 01 99 76 36 00 B0 25 00 45 08 01 18 14 63 7E 79 40 00 
FF 14 00 A6 01 99 76 32 00 B0 25 00 45 08 01 17 15 63 7E 79 40 00 
FF 14 00 A6 01 9A 76 30 00 B0 25 00 45 08 01 15 15 63 7E 79 40 00 
FF 14 00 A6 01 9C 76 2E 00 B0 25 00 45 08 01 15 15 63 7E 79 40 00 
FF 14 00 A5 01 9C 76 2B 00 B0 25 00 45 08 01 16 15 63 7E 79 40 00 
FF 14 00 A5 01 9B 76 28 00 B0 25 00 45 08 01 27 15 63 7D 79 40 00 
FF 14 00 A5 01 9B 76 1D 00 B0 25 00 45 08 01 2A 15 63 7D 79 40 00 
FF 14 00 A5 01 9B 76 1A 00 B0 25 00 45 08 01 29 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 76 1A 00 B0 25 00 45 08 01 2B 15 63 7D 79 40 00 
FF 14 00 A6 01 9A 76 1B 00 B0 25 00 45 08 01 2A 15 63 7D 79 40 00 
FF 14 00 A6 01 9C 76 1F 00 B0 25 00 45 08 01 2A 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 76 44 00 B0 25 00 45 08 01 20 14 63 7D 79 40 00 
FF 14 00 A7 01 9A 76 4A 00 B0 25 00 45 08 01 1E 14 63 7D 79 40 00 
FF 14 00 A7 01 99 76 4C 00 B0 25 00 45 08 01 1D 14 63 7D 79 40 00 
FF 14 00 A7 01 9B 76 4C 00 B0 25 00 45 08 01 1B 14 63 7D 79 40 00 
FF 14 00 A7 01 9B 76 4C 00 B0 25 00 45 08 01 1A 14 63 7D 79 40 00 
FF 14 00 A7 01 9B 76 49 00 B0 25 00 45 08 01 1B 14 63 7D 79 40 00 
FF 14 00 A6 01 9B 76 3C 00 B0 25 00 45 08 01 19 14 63 7D 79 40 00 
FF 14 00 A6 01 9B 76 39 00 B0 25 00 45 08 01 19 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 76 37 00 B0 25 00 45 08 01 1A 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 76 35 00 B0 25 00 45 08 01 1A 15 63 7D 79 40 00 
FF 14 00 A6 01 9A 76 32 00 B0 25 00 45 08 01 19 15 63 7D 79 40 00 
FF 14 00 A6 01 9C 76 30 00 B0 25 00 45 08 01 18 15 63 7D 79 40 00 
FF 14 00 A4 01 9C 76 2A 00 B0 25 00 45 08 01 2A 15 63 7D 79 40 00 
FF 14 00 A5 01 9C 76 28 00 B0 25 00 45 08 01 29 15 63 7D 79 40 00 
FF 14 00 A5 01 9C 76 26 00 B0 25 00 45 08 01 2B 15 63 7D 79 40 00 
FF 14 00 A6 01 9C 76 21 00 B0 25 00 45 08 01 2B 15 63 7D 79 40 00 
FF 14 00 A6 01 9A 76 2A 00 B0 25 00 45 08 01 2B 15 63 7D 79 40 00 
FF 14 00 A6 01 9C 76 4E 00 B0 25 00 45 08 01 1C 15 63 7D 79 40 00 
FF 14 00 A6 01 9C 76 4D 00 B0 25 00 45 08 01 1D 15 63 7D 79 40 00 
FF 14 00 A6 01 9C 76 4C 00 B0 25 00 45 08 01 1D 15 63 7D 79 40 00 
FF 14 00 A6 01 9C 76 3E 00 B0 25 00 45 08 01 1C 15 63 7D 79 40 00 
FF 14 00 A6 01 9C 76 42 00 B0 25 00 45 08 01 1A 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 76 45 00 B0 25 00 45 08 01 1A 15 63 7D 79 40 00 
FF 14 00 A4 01 99 76 30 00 B0 25 00 45 08 01 13 15 63 7D 79 40 00 
FF 14 00 A4 01 99 76 2A 00 B0 25 00 45 08 01 13 15 63 7C 79 40 00 
FF 14 00 A4 01 99 76 26 00 B0 25 00 45 08 01 24 15 63 7C 79 40 00 
FF 14 00 A4 01 9C 76 20 00 B0 25 00 45 08 01 25 15 63 7C 79 40 00 
FF 14 00 A4 01 9C 76 1C 00 B0 25 00 45 08 01 28 15 63 7C 79 40 00 
FF 14 00 A4 01 98 76 19 00 B0 25 00 45 08 01 28 15 63 7C 79 40 00 
FF 14 00 A4 01 99 76 18 00 B0 25 00 45 08 01 27 15 63 7C 79 40 00 
FF 14 00 A4 01 9B 76 18 00 B0 25 00 45 08 01 27 15 63 7C 79 40 00 
FF 14 00 A4 01 9C 76 19 00 B0 25 00 45 08 01 2A 15 63 7C 79 40 00 
FF 14 00 A5 01 99 76 1E 00 B0 25 00 45 08 01 2A 15 63 7C 79 40 00 
FF 14 00 A5 01 99 76 25 00 B0 25 00 45 08 01 2A 15 63 7C 79 40 00 
FF 14 00 A6 01 9B 76 40 00 B0 25 00 45 08 01 1E 15 63 7C 79 40 00 
FF 14 00 A6 01 9B 76 4B 00 B0 25 00 45 08 01 1F 15 63 7C 79 40 00 
FF 14 00 A6 01 9B 76 4E 00 B0 25 00 45 08 01 1F 15 63 7C 79 40 00 
FF 14 00 A6 01 9B 76 4C 00 B0 25 00 45 08 01 1E 15 63 7C 79 40 00 
FF 14 00 A6 01 9B 76 4B 00 B0 25 00 45 08 01 1E 15 63 7C 79 40 00 
FF 14 00 A6 01 9B 76 4B 00 B0 25 00 45 08 01 1E 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 76 4B 00 B0 25 00 45 08 01 1C 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 76 4A 00 B0 25 00 45 08 01 1B 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 77 4A 00 B0 25 00 45 08 01 19 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 77 49 00 B0 25 00 45 08 01 18 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 77 39 00 B0 25 00 45 08 01 14 15 63 7C 79 40 00 
FF 14 00 A6 01 98 77 34 00 B0 25 00 45 08 01 13 15 63 7C 79 40 00 
FF 14 00 A6 01 99 77 31 00 B0 25 00 45 08 01 12 15 63 7C 79 40 00 
FF 14 00 A6 01 99 77 2E 00 B0 25 00 45 08 01 12 15 63 7C 79 40 00 
FF 14 00 A5 01 99 77 24 00 B0 25 00 45 08 01 22 15 63 7C 79 40 00 
FF 14 00 A5 01 99 77 20 00 B0 25 00 45 08 01 22 15 63 7C 79 40 00 
FF 14 00 A5 01 9B 77 1E 00 B0 25 00 45 08 01 23 15 63 7C 79 40 00 
FF 14 00 A5 01 9C 77 16 00 B0 25 00 45 08 01 27 15 63 7C 79 40 00 
FF 14 00 A5 01 9C 77 16 00 B0 25 00 45 08 01 29 15 63 7C 79 40 00 
FF 14 00 A5 01 9B 77 15 00 B0 25 00 45 08 01 2A 15 63 7C 79 40 00 
FF 14 00 A5 01 9A 77 15 00 B0 25 00 45 08 01 2A 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 77 15 00 B0 25 00 45 08 01 29 15 63 7C 79 40 00 
FF 14 00 A6 01 9B 77 15 00 B0 25 00 45 08 01 28 15 63 7C 79 40 00 
FF 14 00 A6 01 97 77 16 00 B0 25 00 45 08 01 28 15 63 7C 79 40 00 
FF 14 00 A7 01 99 77 18 00 B0 25 00 45 08 01 28 15 63 7C 79 40 00 
FF 14 00 A7 01 98 77 1C 00 B0 25 00 45 08 01 28 14 63 7C 79 40 00 
FF 14 00 A7 01 97 77 23 00 B0 25 00 45 08 01 27 14 63 7C 79 40 00 
FF 14 00 A7 01 99 77 37 00 B0 25 00 45 08 01 1B 14 63 7C 79 40 00 
FF 14 00 A7 01 9A 77 3E 00 B0 25 00 45 08 01 1B 14 63 7C 79 40 00 
FF 14 00 A6 01 9A 77 43 00 B0 25 00 45 08 01 1D 15 63 7C 79 40 00 
FF 14 00 A6 01 9B 77 47 00 B0 25 00 45 08 01 1D 15 63 7C 79 40 00 
FF 14 00 A6 01 9B 77 4C 00 B0 25 00 45 08 01 1B 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 77 41 00 B0 25 00 45 08 01 1B 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 77 3C 00 B0 25 00 45 08 01 1A 15 63 7C 79 40 00 
FF 14 00 A6 01 97 77 39 00 B0 25 00 45 08 01 18 15 63 7C 79 40 00 
FF 14 00 A6 01 9C 77 33 00 B0 25 00 45 08 01 16 15 63 7C 79 40 00 
FF 14 00 A6 01 9B 77 31 00 B0 25 00 45 08 01 19 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 77 27 00 B1 25 00 45 08 01 25 15 62 7D 79 40 00 
FF 14 00 A6 01 9A 77 22 00 B0 25 00 45 08 01 29 15 63 7D 79 40 00 
FF 14 00 A6 01 9A 77 1C 00 B0 25 00 45 08 01 29 15 63 7D 79 40 00 
FF 14 00 A6 01 99 77 1F 00 B0 25 00 45 08 01 29 15 63 7D 79 40 00 
FF 14 00 A7 01 9A 77 3F 00 B0 25 00 45 08 01 1F 15 63 7E 79 40 00 
FF 14 00 A7 01 9A 77 4F 00 B0 25 00 45 08 01 1F 14 63 7E 79 40 00 
FF 14 00 A7 01 9B 77 4F 00 B0 25 00 45 08 01 1F 14 63 7E 79 40 00 
FF 14 00 A7 01 9A 77 4E 00 B0 25 00 45 08 01 1D 14 63 7E 79 40 00 
FF 14 00 A7 01 9A 77 4D 00 B0 25 00 45 08 01 1C 14 63 7E 79 40 00 
FF 14 00 A7 01 99 77 4D 00 B0 25 00 45 08 01 1A 14 63 7E 79 40 00 
FF 14 00 A7 01 97 77 4C 00 B0 25 00 45 08 01 1A 14 63 7E 79 40 00 
FF 14 00 A7 01 98 77 4C 00 B0 25 00 45 08 01 18 14 63 7E 79 40 00 
FF 14 00 A6 01 9A 77 4B 00 B0 25 00 45 08 01 18 14 63 7E 79 40 00 
FF 14 00 A6 01 9C 77 48 00 B0 25 00 45 08 01 18 15 63 7E 79 40 00 
FF 14 00 A6 01 9C 77 45 00 B0 25 00 45 08 01 19 15 63 7E 79 40 00 
FF 14 00 A6 01 9B 77 41 00 B0 25 00 45 08 01 1A 15 63 7E 79 40 00 
FF 14 00 A6 01 9B 77 3C 00 B0 25 00 45 08 01 18 15 63 7E 79 40 00 
FF 14 00 A6 01 9B 77 39 00 B0 25 00 45 08 01 19 15 63 7E 79 40 00 
FF 14 00 A6 01 9B 77 34 00 B0 25 00 45 08 01 17 15 63 7E 79 40 00 
FF 14 00 A6 01 9B 77 32 00 B0 25 00 45 08 01 18 15 63 7E 79 40 00 
FF 14 00 A6 01 9A 77 2E 00 B0 25 00 45 08 01 16 15 63 7E 79 40 00 
FF 14 00 A5 01 99 77 2C 00 B0 25 00 45 08 01 16 15 63 7E 79 40 00 
FF 14 00 A5 01 9C 77 26 00 B0 25 00 45 08 01 25 15 63 7D 79 40 00 
FF 14 00 A5 01 9A 77 23 00 B0 25 00 45 08 01 27 15 63 7D 79 40 00 
FF 14 00 A5 01 9A 77 1D 00 B0 25 00 45 08 01 28 15 63 7D 79 40 00 
FF 14 00 A5 01 9A 77 1B 00 B0 25 00 45 08 01 28 15 63 7D 79 40 00 
FF 14 00 A5 01 9A 77 1C 00 B0 25 00 45 08 01 2B 15 63 7D 79 40 00 
FF 14 00 A5 01 9A 77 20 00 B0 25 00 45 08 01 2A 15 63 7D 79 40 00 
FF 14 00 A5 01 99 77 25 00 B0 25 00 45 08 01 2A 15 63 7D 79 40 00 
FF 14 00 A6 01 99 77 38 00 B0 25 00 45 08 01 1D 15 63 7D 79 40 00 
FF 14 00 A6 01 99 77 4B 00 B0 25 00 45 08 01 1C 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 77 4E 00 B0 25 00 45 08 01 1C 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 77 4F 00 B0 25 00 45 08 01 1C 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 77 4C 00 B0 25 00 45 08 01 1B 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 77 49 00 B0 25 00 45 08 01 1B 15 63 7D 79 40 00 
FF 14 00 A6 01 9A 77 41 00 B0 25 00 45 08 01 19 15 63 7D 79 40 00 
FF 14 00 A6 01 99 77 3C 00 B0 25 00 45 08 01 17 15 63 7D 79 40 00 
FF 14 00 A6 01 99 77 39 00 B0 25 00 45 08 01 16 15 63 7D 79 40 00 
FF 14 00 A5 01 9A 77 33 00 B0 25 00 45 08 01 16 15 63 7D 79 40 00 
FF 14 00 A5 01 99 77 28 00 B0 25 00 45 08 01 25 15 63 7D 79 40 00 
FF 14 00 A5 01 9B 77 23 00 B0 25 00 45 08 01 26 15 63 7D 79 40 00 
FF 14 00 A5 01 9A 77 1E 00 B0 25 00 45 08 01 2A 15 63 7D 79 40 00 
FF 14 00 A5 01 99 77 1C 00 B0 25 00 45 08 01 29 15 63 7D 79 40 00 
FF 14 00 A5 01 9B 77 19 00 B0 25 00 45 08 01 29 15 63 7D 79 40 00 
FF 14 00 A5 01 99 77 19 00 B0 25 00 45 08 01 29 15 63 7D 79 40 00 
FF 14 00 A5 01 9A 77 1B 00 B0 25 00 45 08 01 28 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 77 1D 00 B0 25 00 45 08 01 28 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 77 22 00 B0 25 00 45 08 01 2A 15 63 7D 79 40 00 
FF 14 00 A6 01 9A 77 2A 00 B0 25 00 45 08 01 2A 15 63 7D 79 40 00 
FF 14 00 A5 01 98 77 33 00 B0 25 00 45 08 01 29 15 63 7D 79 40 00 
FF 14 00 A7 01 98 77 4A 00 B0 25 00 45 08 01 1B 15 63 7D 79 40 00 
FF 14 00 A6 01 9B 77 50 00 B0 25 00 45 08 01 1C 15 63 7D 79 40 00 
FF 14 00 A5 01 99 77 49 00 B0 25 00 45 08 01 1C 15 63 7D 79 40 00 
FF 14 00 A5 01 99 77 46 00 B0 25 00 45 08 01 1B 15 63 7D 79 40 00 
FF 14 00 A6 01 97 77 42 00 B0 25 00 45 08 01 19 15 63 7D 79 40 00 
FF 14 00 A6 01 9A 77 3F 00 B0 25 00 45 08 01 19 15 63 7D 79 40 00 
FF 14 00 A6 01 9A 77 38 00 B0 25 00 45 08 01 18 15 63 7D 79 40 00 
FF 14 00 A6 01 99 77 3E 00 B0 25 00 45 08 01 16 15 63 7D 79 40 00 
FF 14 00 A5 01 9B 77 34 00 B0 25 00 45 08 01 17 15 63 7D 79 40 00 
FF 14 00 A5 01 9D 77 33 00 B0 25 00 45 08 01 18 15 63 7D 79 40 00 
FF 14 00 A5 01 9B 77 27 00 B0 25 00 45 08 01 28 15 63 7E 79 40 00 
FF 14 00 A6 01 9B 77 21 00 B0 25 00 45 08 01 2A 15 63 7E 79 40 00 
FF 14 00 A6 01 9A 77 1E 00 B0 25 00 45 08 01 29 15 63 7E 79 40 00 
FF 14 00 A6 01 98 77 1C 00 B0 25 00 45 08 01 26 15 63 7E 79 40 00 
FF 14 00 A7 01 98 77 3B 00 B0 25 00 45 08 01 1D 15 63 7D 79 40 00 
FF 14 00 A7 01 9D 77 4E 00 B0 25 00 45 08 01 1D 14 63 7D 79 40 00 
FF 14 00 A7 01 9B 77 50 00 B0 25 00 45 08 01 1E 14 63 7D 79 40 00 
FF 14 00 A7 01 9B 77 50 00 B0 25 00 45 08 01 1D 14 63 7D 79 40 00 
FF 14 00 A7 01 9A 77 50 00 B0 25 00 45 08 01 1C 14 63 7D 79 40 00 
FF 14 00 A7 01 9A 77 4E 00 B0 25 00 45 08 01 1B 14 63 7D 79 40 00 
FF 14 00 A7 01 99 77 4C 00 B0 25 00 45 08 01 1B 14 63 7D 79 40 00 
FF 14 00 A7 01 99 77 4A 00 B0 25 00 45 08 01 16 14 63 7D 79 40 00 
FF 14 00 A7 01 9A 77 45 00 B0 25 00 45 08 01 16 14 63 7D 79 40 00 
FF 14 00 A6 01 9A 77 43 00 B0 25 00 45 08 01 17 14 63 7D 79 40 00 
FF 14 00 A6 01 9C 78 39 00 B0 25 00 45 08 01 17 15 63 7D 79 40 00 
FF 14 00 A5 01 99 78 2F 00 B0 25 00 45 08 01 17 15 63 7D 79 40 00 
FF 14 00 A5 01 98 78 2C 00 B0 25 00 45 08 01 15 15 63 7D 79 40 00 
FF 14 00 A5 01 9B 78 28 00 B0 25 00 45 08 01 25 15 63 7D 79 40 00 
FF 14 00 A5 01 9B 78 23 00 B0 25 00 45 08 01 28 15 63 7D 79 40 00 
FF 14 00 A5 01 9A 78 20 00 B0 25 00 45 08 01 28 15 63 7D 79 40 00 
FF 14 00 A5 01 9A 78 1C 00 B0 25 00 45 08 01 28 15 63 7D 79 40 00 
FF 14 00 A6 01 9A 78 1C 00 B0 25 00 45 08 01 27 15 63 7D 79 40 00 
FF 14 00 A6 01 9A 78 1D 00 B0 25 00 45 08 01 27 15 63 7D 79 40 00 
FF 14 00 A7 01 9A 78 24 00 B0 25 00 45 08 01 27 14 63 7D 79 40 00 
FF 14 00 A7 01 9A 78 2C 00 B0 25 00 45 08 01 28 14 63 7D 79 40 00 
FF 14 00 A7 01 9A 78 4F 00 B0 25 00 45 08 01 1B 14 63 7D 79 40 00 
FF 14 00 A7 01 98 78 4F 00 B0 25 00 45 08 01 1A 14 63 7D 79 40 00 
FF 14 00 A7 01 9A 78 4E 00 B0 25 00 45 08 01 18 14 63 7D 79 40 00 
FF 14 00 A8 01 97 78 4D 00 B0 25 00 45 08 01 17 14 63 7D 79 40 00 
FF 14 00 A8 01 99 78 4C 00 B0 25 00 45 08 01 14 14 63 7D 79 40 00 
FF 14 00 A8 01 9B 78 48 00 B0 25 00 45 08 01 16 14 63 7D 79 40 00 
FF 14 00 A6 01 9B 78 41 00 B0 25 00 45 08 01 16 14 63 7D 79 40 00 
FF 14 00 A6 01 99 78 36 00 B0 25 00 45 08 01 17 15 63 7D 79 40 00 
FF 14 00 A6 01 99 78 34 00 B0 25 00 45 08 01 14 15 63 7D 79 40 00 
FF 14 00 A6 01 99 78 33 00 B0 25 00 45 08 01 14 15 63 7D 79 40 00 
FF 14 00 A6 01 99 78 2C 00 B0 25 00 45 08 01 11 15 63 7D 79 40 00 
FF 14 00 A6 01 99 78 29 00 B0 25 00 45 08 01 20 15 63 7C 79 40 00 
FF 14 00 A6 01 98 78 27 00 B0 25 00 45 08 01 21 15 63 7C 79 40 00 
FF 14 00 A6 01 98 78 24 00 B0 25 00 45 08 01 21 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 78 1F 00 B0 25 00 45 08 01 23 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 78 1D 00 B0 25 00 45 08 01 23 15 63 7C 79 40 00 
FF 14 00 A5 01 9A 78 1A 00 B0 25 00 45 08 01 24 15 63 7C 79 40 00 
FF 14 00 A5 01 9A 78 19 00 B0 25 00 45 08 01 25 15 63 7C 79 40 00 
FF 14 00 A6 01 9A 78 17 00 B0 25 00 45 08 01 26 15 63 7C 79 40 00 
FF 14 00 A6 01 99 78 17 00 B0 25 00 45 08 01 27 15 63 7C 79 40 00 
FF 14 00 A6 01 98 78 18 00 B0 25 00 45 08 01 25 15 63 7C 79 40 00 
FF 14 00 A7 01 9A 78 2F 00 B0 25 00 45 08 01 26 14 63 7C 79 40 00 
FF 14 00 A7 01 9A 78 37 00 B0 25 00 45 08 01 1C 14 63 7C 79 40 00 
FF 14 00 A8 01 98 78 3E 00 B0 25 00 45 08 01 1A 14 63 7C 78 40 00 
FF 14 00 A8 01 98 78 4A 00 B0 25 00 45 08 01 16 14 63 7C 78 40 00 
FF 14 00 A8 01 99 78 4D 00 B0 25 00 45 08 01 16 14 63 7C 78 40 00 
FF 14 00 A8 01 99 78 4F 00 B0 25 00 45 08 01 16 14 63 7C 78 40 00 
FF 14 00 A8 01 99 78 4D 00 B0 25 00 45 08 01 17 14 63 7C 78 40 00 
FF 14 00 A7 01 9A 78 4B 00 B0 25 00 45 08 01 17 14 63 7C 78 40 00 
FF 14 00 A7 01 9B 78 49 00 B0 25 00 45 08 01 17 14 63 7C 78 40 00 
FF 14 00 A7 01 9C 78 43 00 B0 25 00 45 08 01 17 14 63 7C 78 40 00 
FF 14 00 A7 01 9C 78 40 00 B0 25 00 45 08 01 19 14 63 7C 78 40 00 
FF 14 00 A6 01 9A 78 3C 00 B0 25 00 45 08 01 19 15 63 7C 78 40 00 
FF 14 00 A6 01 9A 78 3B 00 B0 25 00 45 08 01 17 15 63 7C 78 40 00 
FF 14 00 A6 01 9A 78 39 00 B0 25 00 45 08 01 17 15 63 7C 78 40 00 
FF 14 00 A6 01 9A 78 37 00 B0 25 00 45 08 01 15 15 63 7C 78 40 00 
FF 14 00 A6 01 9A 78 34 00 B0 25 00 45 08 01 15 15 63 7C 78 40 00 
FF 14 00 A6 01 98 78 32 00 B0 25 00 45 08 01 15 15 63 7C 78 40 00 
FF 14 00 A6 01 98 78 32 00 B0 25 00 45 08 01 14 15 63 7C 78 40 00 
FF 14 00 A6 01 99 78 31 00 B0 25 00 45 08 01 11 15 63 7C 78 40 00 
FF 14 00 A5 01 9A 78 2F 00 B0 25 00 45 08 01 12 15 63 7C 78 40 00 
FF 14 00 A5 01 9A 78 2D 00 B0 25 00 45 08 01 12 15 63 7C 78 40 00 
FF 14 00 A5 01 9A 78 18 00 B0 25 00 45 08 01 25 15 63 7D 78 40 00 
FF 14 00 A5 01 9A 78 17 00 B0 25 00 45 08 01 25 15 63 7D 78 40 00 
FF 14 00 A6 01 9B 78 16 00 B0 25 00 45 08 01 25 15 63 7D 78 40 00 
FF 14 00 A6 01 9B 78 16 00 B0 25 00 45 08 01 29 15 63 7D 78 40 00 
FF 14 00 A6 01 9C 78 2F 00 B0 25 00 45 08 01 2C 14 63 7D 78 40 00 
FF 14 00 A7 01 99 78 4B 00 B0 25 00 45 08 01 1B 14 63 7D 78 40 00 
FF 14 00 A8 01 99 78 50 00 B0 25 00 45 08 01 19 14 63 7D 78 40 00 
FF 14 00 A8 01 99 78 52 00 B0 25 00 45 08 01 18 14 63 7D 78 40 00 
FF 14 00 A7 01 99 78 4F 00 B0 25 00 45 08 01 18 14 63 7D 78 40 00 
FF 14 00 A7 01 99 78 4E 00 B0 25 00 45 08 01 17 14 63 7D 78 40 00 
FF 14 00 A7 01 9B 78 4D 00 B0 25 00 45 08 01 17 14 63 7D 78 40 00 
FF 14 00 A7 01 9B 78 4B 00 B0 25 00 45 08 01 19 14 63 7D 78 40 00 
FF 14 00 A7 01 9A 78 49 00 B0 25 00 45 08 01 18 14 63 7D 78 40 00 
FF 14 00 A7 01 9A 78 48 00 B0 25 00 45 08 01 17 14 63 7D 78 40 00 
FF 14 00 A6 01 9A 78 42 00 B0 25 00 45 08 01 16 14 63 7D 78 40 00 
FF 14 00 A6 01 9A 78 33 00 B0 24 00 45 08 01 13 15 63 7D 78 40 00 
FF 14 00 A6 01 9C 78 30 00 B0 24 00 45 08 01 15 15 63 7D 78 40 00 
FF 14 00 A6 01 9C 78 2D 00 B0 25 00 45 08 01 15 15 63 7D 78 40 00 
FF 14 00 A6 01 9B 78 2B 00 B0 25 00 45 08 01 15 15 63 7D 78 40 00 
FF 14 00 A5 01 9B 78 26 00 B0 25 00 45 08 01 25 15 63 7E 78 40 00 
